ICAO.Code,IATA.Code,Airport.Name,City,Country,Latitude,Longitude
LFFI,N/A,ANCENIS,ANCENIS,FRANCE,47.408,-1.177
LFFJ,N/A,N/A,JOINVILLE-MUSSEY,FRANCE,0,0
LFFK,N/A,N/A,FONTENAY-LE-CONTE,FRANCE,0,0
LFFL,N/A,N/A,BAILLEAU-ARMENONVILLE,FRANCE,0,0
LFFM,N/A,N/A,LA MOTTE-BEUVRON,FRANCE,0,0
LFFN,N/A,BRIENNE LE CHATEAU,BRIENNE-LE CHATEAU,FRANCE,48.43,4.481
LFFP,N/A,N/A,PITHIVIERS,FRANCE,0,0
LFFQ,N/A,N/A,LA FERTE-ALAIS,FRANCE,0,0
LFFR,N/A,N/A,BAR-SUR-SEINE,FRANCE,0,0
LFFS,N/A,N/A,SUIPPES,FRANCE,0,0
LFFT,N/A,N/A,NEUFCHATEAU-ROUCAUX,FRANCE,0,0
LFFU,N/A,N/A,CHATEAUNEUF-SUR-CHER,FRANCE,0,0
LFFV,N/A,N/A,VIERZON-MEREAU,FRANCE,0,0
LFFW,N/A,N/A,MONTAIGU,FRANCE,0,0
LFFX,N/A,N/A,TOURNUS-CUISERY,FRANCE,0,0
LFFY,N/A,N/A,ETREPAGNY,FRANCE,0,0
LFFZ,N/A,N/A,SEZANNE,FRANCE,0,0
LFGA,CMR,HOUSSEN,COLMAR,FRANCE,48.11,7.359
LFGC,N/A,N/A,STRASSBOURG,FRANCE,0,0
LFGD,N/A,N/A,ARBOIS,FRANCE,0,0
LFGE,N/A,N/A,AVALLON,FRANCE,0,0
LFGF,N/A,CHALLANGES,BEAUNE,FRANCE,47.006,4.893
LFGH,N/A,N/A,COSNE-SUR-LOIRE,FRANCE,0,0
LFGI,N/A,N/A,DIJON,FRANCE,0,0
LFGJ,DLE,TAVAUX,DOLE,FRANCE,47.039,5.427
LFGK,N/A,JOIGNY,JOIGNY,FRANCE,47.992,3.392
LFGL,N/A,N/A,LONS LE SAUNIER,FRANCE,0,0
LFGM,N/A,N/A,MONTCEAU LES MINES,FRANCE,0,0
LFGN,N/A,N/A,PARAY LE MONDIAL,FRANCE,0,0
LFGO,N/A,N/A,PONT-SUR-YONNE,FRANCE,0,0
LFGP,N/A,N/A,ST.-FLORENTIN,FRANCE,0,0
LFGQ,N/A,N/A,SEMUR-EN-AUXOIS,FRANCE,0,0
LFGR,N/A,N/A,DONCOURT-LES-CONFLANS,FRANCE,0,0
LFGS,N/A,N/A,LONGUYON,FRANCE,0,0
LFGT,N/A,N/A,SARREBOURG,FRANCE,0,0
LFGU,N/A,N/A,SARREGUEMINES,FRANCE,0,0
LFGV,N/A,N/A,THIONVILLE,FRANCE,0,0
LFGW,N/A,LE ROZELIER,VERDUN,FRANCE,49.122,5.469
LFGX,N/A,N/A,CHAMPAGNOLE,FRANCE,0,0
LFGY,N/A,N/A,ST. DIE,FRANCE,0,0
LFGZ,N/A,N/A,NUITS-SAINT-GEORGES,FRANCE,0,0
LFHA,N/A,N/A,ISSOIRE,FRANCE,0,0
LFHB,N/A,N/A,MOULINS,FRANCE,0,0
LFHC,N/A,N/A,PEROUGES,FRANCE,0,0
LFHD,N/A,N/A,PIERRELATTE,FRANCE,0,0
LFHE,N/A,N/A,ROMANS,FRANCE,0,0
LFHF,N/A,N/A,RUOMS,FRANCE,0,0
LFHG,N/A,N/A,ST.-CHAMOND,FRANCE,0,0
LFHH,N/A,N/A,VIENNE,FRANCE,0,0
LFHI,N/A,N/A,MORESTEL,FRANCE,0,0
LFHJ,N/A,N/A,LYON,FRANCE,0,0
LFHK,N/A,N/A,CAMP DE CANHUERS,FRANCE,0,0
LFHL,N/A,N/A,LANGOGNE,FRANCE,0,0
LFHM,N/A,N/A,MEGEVE,FRANCE,0,0
LFHN,N/A,N/A,BELLEGARDE,FRANCE,0,0
LFHO,OBS,VALS LANAS,AUBENAS-VALS-LANAS,FRANCE,44.544,4.372
LFHP,LPY,LOUDES,LE PUY,FRANCE,45.079,3.765
LFHQ,N/A,COLTINES,ST.-FLOUR,FRANCE,45.076,2.994
LFHR,N/A,N/A,BRIOUDE-BEAUMONT,FRANCE,0,0
LFHS,XBK,CEYZERIAT,BOURG,FRANCE,46.201,5.292
LFHT,N/A,N/A,AMBERT-LE-POYET,FRANCE,0,0
LFHU,N/A,N/A,L'ALPE D'HUEZ,FRANCE,0,0
LFHV,XVF,TARARE,VILEFRANCE,FRANCE,45.916,4.641
LFHW,N/A,N/A,BELLEVILLE-VILLIE,FRANCE,0,0
LFHX,N/A,N/A,LAPALISSE,FRANCE,0,0
LFHY,XMU,MONTBEUGNY,MOULINS,FRANCE,46.534,3.424
LFHZ,N/A,N/A,SALLANCHES-MONT-BLANC,FRANCE,0,0
LFIB,N/A,N/A,BELVES-SAINT-PARDOUX,FRANCE,0,0
LFIC,N/A,N/A,CROSS CORSEN,FRANCE,0,0
LFIE,N/A,N/A,CROSS ETEL,FRANCE,0,0
LFIF,N/A,N/A,ST.-AFRIQUE-BELMONT,FRANCE,0,0
LFIG,N/A,CASSAGNES BEGONHES,CASSAGNES-BEGHONES,FRANCE,44.177,2.515
LFIJ,N/A,N/A,CROSS JOBOURG,FRANCE,0,0
LFIK,N/A,N/A,RIBERAC-SAINT-AULAYE,FRANCE,0,0
LFIL,N/A,N/A,RION-DES-LANDES,FRANCE,0,0
LFIM,N/A,N/A,ST.-GAUDENS,FRANCE,0,0
LFIN,N/A,N/A,CROSS GRIS-NEZ,FRANCE,0,0
LFIO,N/A,MONTAUDRAN,TOULOUSE,FRANCE,43.569,1.481
LFIP,N/A,N/A,PEYRESOURDE-BALESTAS,FRANCE,0,0
LFIR,N/A,N/A,REVEL-MONTGEY,FRANCE,0,0
LFIT,N/A,N/A,TOULOUSE,FRANCE,0,0
LFIV,N/A,N/A,VENDAYS-MONTALIVET,FRANCE,0,0
LFIX,N/A,N/A,ITXASSOU,FRANCE,0,0
LFIY,N/A,N/A,ST.-JEAN-D'-ANGELY,FRANCE,0,0
LFJG,N/A,N/A,CROSS LA GARDE,FRANCE,0,0
LFJL,ETZ,METZ NANCY LORRAINE,METZ,FRANCE,48.982,6.254
LFJM,N/A,N/A,CHAILLEY,FRANCE,0,0
LFJS,N/A,N/A,SOISSONS-CHOURMELLES,FRANCE,0,0
LFKA,N/A,N/A,ALBERTVILLE,FRANCE,0,0
LFKB,BIA,PORETTA,BASTIA,CORSE ISL.,42.554,9.483
LFKC,CLY,SAINT CATHERINE,CALVI,CORSE ISL.,42.531,8.793
LFKD,N/A,N/A,SOLLIERES-SARDIERES,FRANCE,0,0
LFKE,N/A,N/A,ST.-JEAN-EN-ROYANS,FRANCE,0,0
LFKF,FSC,SUD CORSE,FIGARI,CORSE ISL.,41.501,9.098
LFKG,N/A,N/A,CHISONACCIA-ALZITONE,FRANCE,0,0
LFKH,N/A,N/A,ST.-JEAN-D'-AVELANNE,FRANCE,0,0
LFKJ,AJA,CAMPO DELL ORO,AJACCIO,CORSE ISL.,41.924,8.803
LFKL,N/A,N/A,LYON,FRANCE,0,0
LFKM,N/A,N/A,ST.-GALMIER,FRANCE,0,0
LFKO,N/A,PROPRIANO,PROPRIANO,FRANCE,41.663,8.89
LFKP,N/A,N/A,TOUR DU PIN CESSIEU,FRANCE,0,0
LFKS,SOZ,SOLENZARA,SOLENZARA,CORSE ISL.,41.924,9.406
LFKT,N/A,CORTE,CORTE,FRANCE,42.294,9.193
LFKX,N/A,N/A,MERIBEL,FRANCE,0,0
LFKY,N/A,N/A,BELLEY-PEYRIEU,FRANCE,0,0
LFKZ,N/A,N/A,ST.-CLAUDE-PRATZ,FRANCE,0,0
LFLA,AUF,BRANCHES,AUXERRE,FRANCE,47.85,3.497
LFLB,CMF,AIX LES BAINS,CHAMBERY,FRANCE,45.638,5.88
LFLC,CFE,AUVERGNE,CLERMONT FERRAND,FRANCE,45.786,3.169
LFLD,BOU,BOURGES,BOURGES,FRANCE,47.058,2.37
LFLE,N/A,CHALLES LES EAUX,CHAMBERY,FRANCE,45.561,5.976
LFLG,N/A,N/A,GRENOBLE,FRANCE,0,0
LFLH,XCD,CHAMPFORGEUIL,CHALON,FRANCE,46.826,4.817
LFLI,QNJ,ANNEMASSE,ANNEMASSE,FRANCE,46.192,6.268
LFLJ,CVF,N/A,COURCHEVEL,FRANCE,0,0
LFLK,N/A,N/A,OYONNAUX,FRANCE,0,0
LFLL,LYS,SAINT EXUPERY,LYON,FRANCE,45.726,5.091
LFLM,QNX,CHARNAY,MACON,FRANCE,46.295,4.796
LFLN,N/A,SAINT YAN,ST.-YAN,FRANCE,46.413,4.013
LFLO,RNE,RENAISON,ROANNE,FRANCE,46.058,4.001
LFLP,NCY,MEYTHET,ANNECY,FRANCE,45.929,6.099
LFLQ,N/A,N/A,MONTELIMAR,FRANCE,0,0
LFLR,N/A,N/A,ST.-RAMBERT-D'ALBON,FRANCE,0,0
LFLS,GNB,SAINT GEOIRS,GRENOBLE,FRANCE,45.363,5.329
LFLT,MCU,DOMERAT,MONTLUCON,FRANCE,46.352,2.57
LFLU,VAF,CHABEUIL,VALENCE,FRANCE,44.921,4.97
LFLV,VHY,CHARMEIL,VICHY,FRANCE,46.169,3.404
LFLW,AUR,AURILLAC,AURILLAC,FRANCE,44.891,2.422
LFLX,CHR,DEOLS,CHATEAUROUX,FRANCE,46.862,1.731
LFLY,LYN,BRON,LYON,FRANCE,45.728,4.945
LFLZ,N/A,N/A,FEURS,FRANCE,0,0
LFMA,QXB,AIX LES MILLES,AIX-LES-MILLES,FRANCE,43.505,5.368
LFMC,N/A,LE CANNET,LE LUC,FRANCE,43.384,6.387
LFMD,CEQ,MANDELIEU,CANNES,FRANCE,43.542,6.953
LFME,N/A,N/A,NIMES,FRANCE,0,0
LFMF,N/A,N/A,FAYENCE,FRANCE,0,0
LFMG,N/A,N/A,LA MONTAGNE,FRANCE,0,0
LFMH,EBU,BOUTHEON,ST.-ETIENNE,FRANCE,45.54,4.296
LFMI,N/A,LE TUBE,ISTRES,FRANCE,43.523,4.924
LFMK,CCF,SALVAZA,CARCASSONNE,FRANCE,43.216,2.306
LFML,MRS,PROVENCE,MARSEILLE,FRANCE,43.436,5.214
LFMN,NCE,COTE D AZUR,NICE,FRANCE,43.661,7.218
LFMO,N/A,CARITAT,ORANGE,FRANCE,44.14,4.867
LFMP,PGF,RIVESALTES,PERPIGNAN,FRANCE,42.74,2.871
LFMQ,CTT,LE CASTELLET,LE CASTELLET,FRANCE,43.252,5.785
LFMR,N/A,N/A,BARCELONNETE,FRANCE,0,0
LFMS,N/A,DEAUX,ALES,FRANCE,44.069,4.142
LFMT,MPL,MEDITERRANEE,MONTPELLIER,FRANCE,43.576,3.963
LFMU,BZR,VIAS,BEZIERS,FRANCE,43.324,3.356
LFMV,AVN,CAUMONT,AVIGNON,FRANCE,43.907,4.902
LFMW,N/A,N/A,CASTELNAUDARY,FRANCE,0,0
LFMX,N/A,N/A,CHATEAU-ARNOUX,FRANCE,0,0
LFMY,N/A,SALON,SALON,FRANCE,43.606,5.109
LFMZ,N/A,LEZIGNAN CORBIERES,LEZIGNAN-CORBIERES,FRANCE,43.176,2.734
LFNA,N/A,N/A,GAP,FRANCE,0,0
LFNB,MEN,BRENOUX,MENDE,FRANCE,44.502,3.533
LFNC,N/A,N/A,MONT-DAUPHIN,FRANCE,0,0
LFND,N/A,N/A,PONT-SAINT-ESPRIT,FRANCE,0,0
LFNE,N/A,N/A,SALON,FRANCE,0,0
LFNF,N/A,N/A,VINON,FRANCE,0,0
LFNG,N/A,N/A,MONTPELLIER,FRANCE,0,0
LFNH,N/A,CARPENTRAS,CARPENTRAS,FRANCE,44.03,5.078
LFNJ,N/A,N/A,ASPRES-SUR-BUECH,FRANCE,0,0
LFNK,N/A,N/A,VARS,FRANCE,0,0
LFNL,N/A,N/A,ST.-MARTIN-DE-LONDRES,FRANCE,0,0
LFNM,N/A,N/A,LA MOLE,FRANCE,0,0
LFNO,N/A,N/A,FLORAC-SAINTE-ENIMIE,FRANCE,0,0
LFNP,N/A,N/A,PEZENAS-NIZAS,FRANCE,0,0
LFNQ,N/A,N/A,MONT-LOUIS-LA-QUILLANE,FRANCE,0,0
LFNR,N/A,N/A,BERRE-LA-FARE,FRANCE,0,0
LFNS,N/A,N/A,SISTERON-THEZE,FRANCE,0,0
LFNT,N/A,N/A,AVIGNON,FRANCE,0,0
LFNU,N/A,N/A,UZES,FRANCE,0,0
LFNV,N/A,N/A,VALREAS-VISAN,FRANCE,0,0
LFNW,N/A,N/A,PUIVERT,FRANCE,0,0
LFNX,N/A,N/A,BEDARIEUX-SUR-ORB,FRANCE,0,0
LFNY,N/A,N/A,ST.-ETIENNE-EN-DEVOLUY,FRANCE,0,0
LFNZ,N/A,N/A,LE MAZET-DE-ROMANIN,FRANCE,0,0
LFOA,N/A,AVORD,AVORD,FRANCE,47.053,2.632
LFOB,BVA,TILLE,BEAUVAIS,FRANCE,49.454,2.113
LFOC,N/A,CHATEAUDUN,CHATEAUDUN,FRANCE,48.058,1.376
LFOD,N/A,ST FLORENT,SAUMUR,FRANCE,47.257,-0.115
LFOE,N/A,FAUVILLE,EVREUX,FRANCE,49.029,1.22
LFOF,N/A,N/A,ALENCON,FRANCE,0,0
LFOG,N/A,N/A,FLERS,FRANCE,0,0
LFOH,LEH,OCTEVILLE,LE HAVRE,FRANCE,49.534,0.088
LFOI,N/A,ABBEVILLE,ABBEVILLE,FRANCE,50.143,1.832
LFOJ,ORE,BRICY,ORLEANS,FRANCE,47.988,1.761
LFOK,N/A,VATRY,CHALONS,FRANCE,48.776,4.184
LFOL,N/A,N/A,L'AIGLE,FRANCE,0,0
LFOM,N/A,N/A,LESSAY,FRANCE,0,0
LFON,N/A,N/A,DREUX,FRANCE,0,0
LFOO,N/A,N/A,BLOIS,FRANCE,0,0
LFOP,URO,VALLEE DE SEINE,ROUEN,FRANCE,49.384,1.175
LFOR,N/A,N/A,CHARTRES,FRANCE,0,0
LFOS,N/A,N/A,ST.-VALERY,FRANCE,0,0
LFOT,TUF,VAL DE LOIRE,TOURS,FRANCE,47.432,0.728
LFOU,CET,LE PONTREAU,CHOLET,FRANCE,47.082,-0.877
LFOV,LVA,ENTRAMMES,LAVAL,FRANCE,48.031,-0.743
LFOW,N/A,N/A,ST.-QUENTIN,FRANCE,0,0
LFOX,N/A,N/A,ETAMPES,FRANCE,0,0
LFOY,N/A,N/A,LE HAVRE,FRANCE,0,0
LFOZ,N/A,ST DENIS DE L HOTEL,ORLEANS,FRANCE,47.897,2.163
LFPA,N/A,N/A,PERSAN-BEAUMONT,FRANCE,0,0
LFPB,LBG,LE BOURGET,PARIS,FRANCE,48.969,2.441
LFPC,CSF,CREIL,CREIL,FRANCE,49.253,2.519
LFPD,N/A,N/A,BERNAY,FRANCE,0,0
LFPE,N/A,N/A,MEAUX,FRANCE,0,0
LFPF,N/A,N/A,BEYNES,FRANCE,0,0
LFPG,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55
LFPH,N/A,N/A,CHELLES,FRANCE,0,0
LFPI,JDP,N/A,PARIS,FRANCE,0,0
LFPJ,N/A,N/A,TAVERNY,FRANCE,0,0
LFPK,N/A,VOISINS,COULOMMIERS,FRANCE,48.838,3.016
LFPL,N/A,N/A,LOGNES,FRANCE,0,0
LFPM,N/A,VILLAROCHE,MELUN,FRANCE,48.605,2.671
LFPN,TNF,TOUSSUS LE NOBLE,TOUSSOUS-LE-NOBLE,FRANCE,48.752,2.106
LFPO,ORY,ORLY,PARIS,FRANCE,48.725,2.359
LFPP,N/A,N/A,LE PLESSIS-BELLEVILLE,FRANCE,0,0
LFPQ,N/A,N/A,FONTENAY-TRESIGNY,FRANCE,0,0
LFPR,N/A,N/A,GUAYANCOURT,FRANCE,0,0
LFPT,POX,CORMEILLES EN VEXIN,PONTOISE,FRANCE,49.096,2.041
LFPU,N/A,N/A,MORET,FRANCE,0,0
LFPV,N/A,VELIZY,VILLACOUBLAY,FRANCE,48.774,2.201
LFPX,N/A,N/A,CHAVENAY,FRANCE,0,0
LFPY,N/A,BRETIGNY SUR ORGE,BRETIGNY-SUR-ORGE,FRANCE,48.597,2.331
LFPZ,N/A,N/A,ST.-CYR-L'ECOLE,FRANCE,0,0
LFQA,N/A,PRUNAY,REIMS,FRANCE,49.208,4.157
LFQB,QYR,BARBEREY,TROYES,FRANCE,48.323,4.018
LFQC,N/A,CROISMARE,LUNEVILLE,FRANCE,48.597,6.545
LFQD,N/A,N/A,ARRAS/ROCLINCOURT,FRANCE,0,0
LFQE,N/A,ROUVRES,ETAIN,FRANCE,49.227,5.672
LFQF,N/A,BELLEVUE,AUTUN,FRANCE,46.966,4.26
LFQG,NVS,FOURCHAMBAULT,NEVERS,FRANCE,47.001,3.114
LFQH,N/A,N/A,CHATILLON-SUR-SEINE,FRANCE,0,0
LFQI,N/A,EPINOY,CAMBRAI,FRANCE,50.222,3.154
LFQJ,N/A,ELESMES,MAUBEUGE,FRANCE,50.31,4.033
LFQK,N/A,N/A,CHALONS,FRANCE,0,0
LFQL,N/A,N/A,LENS,FRANCE,0,0
LFQM,N/A,LA VEZE,BESANCON-LA-VEZE,FRANCE,47.208,6.083
LFQN,N/A,N/A,ST.-OMER,FRANCE,0,0
LFQO,N/A,N/A,LILLE,FRANCE,0,0
LFQP,N/A,BOURSCHEID,PHALSBOURG,FRANCE,48.766,7.2
LFQQ,LIL,LESQUIN,LILLE,FRANCE,50.562,3.089
LFQR,N/A,N/A,ROMILLY-SUR-SEINE,FRANCE,0,0
LFQS,N/A,N/A,VITRY-EN-ARTOIS,FRANCE,0,0
LFQT,N/A,CALONNE,MERVILLE,FRANCE,50.618,2.642
LFQU,N/A,N/A,SARRE-UNION,FRANCE,0,0
LFQV,N/A,CHARLEVILLE MEZIERES,CHARLEVILLE,FRANCE,49.784,4.647
LFQW,N/A,FROTEY,VESOUL-FROTEY,FRANCE,47.638,6.204
LFQX,N/A,N/A,JUVCANCOURT,FRANCE,0,0
LFQY,N/A,N/A,SAVERNE,FRANCE,0,0
LFQZ,N/A,N/A,DIEUZE-GUEBLANGE,FRANCE,0,0
LFRA,N/A,AVRILLE,ANGERS,FRANCE,47.497,-0.573
LFRB,BES,GUIPAVAS,BREST,FRANCE,48.448,-4.418
LFRC,CER,MAUPERTUS,CHERBOURG,FRANCE,49.65,-1.47
LFRD,DNR,PLEURTUIT,DINARD,FRANCE,48.588,-2.08
LFRE,N/A,ESCOUBLAC,LA BAULE,FRANCE,47.289,-2.346
LFRF,N/A,GRANVILLE,GRANVILLE,FRANCE,48.883,-1.564
LFRG,DOL,ST GATIEN,DEAUVILLE,FRANCE,49.365,0.154
LFRH,LRT,LANN BIHOUE,LORIENT,FRANCE,47.761,-3.44
LFRI,EDM,LES AJONCS,LA ROCHE-SUR-YON,FRANCE,46.702,-1.379
LFRJ,N/A,LANDIVISIAU,LANDIVISIAU,FRANCE,48.53,-4.151
LFRK,CFR,CARPIQUET,CAEN,FRANCE,49.173,-0.45
LFRL,N/A,POULMIC,LANVEDOC,FRANCE,48.282,-4.445
LFRM,LME,ARNAGE,LE MANS,FRANCE,47.949,0.202
LFRN,RNS,ST JACQUES,RENNES,FRANCE,48.069,-1.735
LFRO,LAI,LANNION,LANNION,FRANCE,48.754,-3.471
LFRP,N/A,N/A,PLOERMEL-LOYAT,FRANCE,0,0
LFRQ,UIP,PLUGUFFAN,QUIMPER,FRANCE,47.975,-4.168
LFRS,NTE,NANTES ATLANTIQUE,NANTES,FRANCE,47.153,-1.611
LFRT,SBK,ARMOR,ST.-BRIEUC ARMOR,FRANCE,48.538,-2.854
LFRU,MXN,PLOUJEAN,MORLAIX,FRANCE,48.603,-3.816
LFRV,VNE,MEUCON,VANNES,FRANCE,47.723,-2.718
LFRW,N/A,N/A,AVRANCHES,FRANCE,0,0
LFRY,N/A,N/A,ROMORANTIN,FRANCE,0,0
LFRZ,SNR,MONTOIR,ST.-NAZAIRE,FRANCE,47.312,-2.149
LFSA,N/A,N/A,BESANCON,FRANCE,0,0
LFSB,MLH,BALE MULHOUSE,MULHOUSE,FRANCE,47.589,7.53
LFSC,N/A,MEYENHEIM,COLMAR,FRANCE,47.922,7.399
LFSD,DIJ,LONGVIC,DIJON,FRANCE,47.269,5.09
LFSE,N/A,N/A,EPINAL,FRANCE,0,0
LFSF,MZM,FRESCATY,METZ,FRANCE,49.072,6.132
LFSG,EPL,MIRECOURT,EPINAL,FRANCE,48.325,6.07
LFSH,N/A,HAGUENAU,HAGUENAU,FRANCE,48.793,7.816
LFSI,N/A,ROBINSON,ST.-DIZIER,FRANCE,48.636,4.899
LFSJ,N/A,N/A,SEDAN,FRANCE,0,0
LFSK,N/A,N/A,VITRY-LE-FRANCOIS,FRANCE,0,0
LFSL,N/A,ROSIERES,TOUL,FRANCE,48.78,5.98
LFSM,N/A,COURCELLES,MONTBELIARD,FRANCE,47.487,6.792
LFSN,ENC,ESSEY,NANCY,FRANCE,48.692,6.23
LFSO,N/A,OCHEY,NANCY,FRANCE,48.583,5.955
LFSP,N/A,PONTARLIER,PONTARLIER,FRANCE,46.904,6.327
LFSQ,BOR,N/A,BELFORT,FRANCE,0,0
LFSR,RHE,CHAMPAGNE,REIMS,FRANCE,49.31,4.05
LFST,SXB,ENTZHEIM,STRASSBOURG,FRANCE,48.538,7.628
LFSU,N/A,N/A,ROLAMPONT,FRANCE,0,0
LFSV,N/A,N/A,PONT-SAINT-VINCENT,FRANCE,0,0
LFSW,N/A,N/A,EPERNAY,FRANCE,0,0
LFSX,N/A,SAINT SAUVEUR,LUXEUIL,FRANCE,47.783,6.364
LFSY,N/A,N/A,CHAUMONT-LA-VENDUE,FRANCE,0,0
LFSZ,N/A,N/A,VITTEL,FRANCE,0,0
LFT,N/A,N/A,LA GRANDE COMBE,FRANCE,0,0
LFTB,N/A,N/A,MARIGNANE-BERRE,FRANCE,0,0
LFTF,N/A,PIERREFEU,CUERS,FRANCE,43.248,6.127
LFTG,N/A,N/A,CANNES,FRANCE,0,0
LFTH,TLN,HYERES,HYERES,FRANCE,43.097,6.146
LFTP,N/A,N/A,PUIMOISON,FRANCE,0,0
LFTQ,N/A,N/A,CHATEAUBRIAND,FRANCE,0,0
LFTR,TLN,N/A,TOULON,FRANCE,0,0
LFTS,N/A,N/A,TOULON,FRANCE,0,0
LFTT,N/A,N/A,ST. TROPEZ,FRANCE,0,0
LFTU,N/A,N/A,FREJUS,FRANCE,0,0
LFTW,FNI,GARONS,NIMES,FRANCE,43.757,4.416
LFVI,N/A,N/A,VIITASAARI,FINLAND,0,0
LFVM,N/A,MIQUELON,MIQUELON,FRANCE,47.095,-56.38
LFVP,FSP,ST PIERRE,ST.-PIERRE,ST. PIERRE & MIQUELON,46.763,-56.175
LFXA,N/A,AMBERIEU,AMBERIEU,FRANCE,45.987,5.328
LFXB,N/A,N/A,SAINTES,FRANCE,0,0
LFXE,N/A,N/A,CAMP DE MOURMELON,FRANCE,0,0
LFXF,N/A,N/A,LIMOGES,FRANCE,0,0
LFXG,N/A,N/A,CAMP DE BITCHE,FRANCE,0,0
LFXH,N/A,N/A,CAMP DU VALDAHON,FRANCE,0,0
LFXI,N/A,SAINT CHRISTOL,APT,FRANCE,44.057,5.495
LFXL,N/A,N/A,MAILLY-LE CHAMP,FRANCE,0,0
LFXM,N/A,N/A,MOURMELON,FRANCE,0,0
LFXO,N/A,N/A,CAMP DE COETQUIDAN,FRANCE,0,0
LFXP,N/A,N/A,CAMP DE SISSONNE,FRANCE,0,0
LFXR,N/A,N/A,ROCHEFORT,FRANCE,0,0
LFXS,N/A,N/A,CAMP DE LA COURTINE,FRANCE,0,0
LFXT,N/A,N/A,CAMP DE CAYLUS,FRANCE,0,0
LFXU,N/A,N/A,LES MUREAUX,FRANCE,0,0
LFXV,N/A,N/A,LYON,FRANCE,0,0
LFXW,N/A,N/A,CAMP DU LARZAC,FRANCE,0,0
LFXX,N/A,N/A,CAMP DE SUIPPES,FRANCE,0,0
LFYD,N/A,DAMBLAIN,DAMBLAIN,FRANCE,48.085,5.665
LFYE,N/A,N/A,METZ,FRANCE,0,0
LFYG,N/A,NIERGNIES,CAMBRAI,FRANCE,50.141,3.263
LFYH,N/A,BROYE LES PESMES,BROYE-LES-PESMES,FRANCE,47.335,5.514
LFYI,N/A,N/A,NANCY,FRANCE,0,0
LFYJ,N/A,N/A,CAPTIEUX,FRANCE,0,0
LFYK,N/A,N/A,MONTMEDY-MARVILLE,FRANCE,0,0
LFYL,N/A,MALBOUHANS,LURE,FRANCE,47.704,6.546
LFYM,N/A,N/A,MARIGNY-LE-GRAND,FRANCE,0,0
LFYN,N/A,N/A,NANCY,FRANCE,0,0
LFYP,N/A,N/A,NANCY,FRANCE,0,0
LFYQ,N/A,N/A,BORDEAUX-SOUGE,FRANCE,0,0
LFYS,N/A,N/A,SAINTE-LEOCADIE,FRANCE,0,0
LFYT,N/A,CLASTRES,ST.-SIMON,FRANCE,49.758,3.212
LFYU,N/A,N/A,CHENEVIERES,FRANCE,0,0
LGAD,PYR,ANDRAVIDA,ANDRAVIDA,GREECE,37.921,21.293
LGAG,AGQ,AGRINION,AGRINION,GREECE,38.602,21.351
LGAL,AXD,DIMOKRITOS,ALEXANDROUPOLIS,GREECE,40.856,25.956
LGAM,N/A,N/A,AMPHIALI,GREECE,0,0
LGAT,HEW,ATHINAI,ATHENS,GREECE,37.888,23.732
LGAX,N/A,ALEXANDRIA,ALEXANDRIA,GREECE,40.651,22.489
LGBL,VOL,NEA ANCHIALOS,NEA ANGHIALOS,GREECE,39.219,22.794
LGEL,N/A,ELEFSIS,ELEFSIS,GREECE,38.064,23.556
LGEP,N/A,N/A,EPITALIO,GREECE,0,0
LGHI,JKH,CHIOS,CHIOS,GREECE,38.343,26.141
LGHL,N/A,N/A,PORTO HELI,GREECE,0,0
LGIO,IOA,IOANNINA,IOANNINA,GREECE,39.696,20.822
LGIR,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18
LGKA,KSO,ARISTOTELIS,KASTORIA,GREECE,40.449,21.276
LGKC,KIT,KITHIRA,KITHIRA,GREECE,36.274,23.017
LGKF,EFL,KEFALLINIA,KEFFALLINIA,GREECE,38.12,20.501
LGKJ,KZS,N/A,KASTELORIZO,GREECE,0,0
LGKL,KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026
LGKM,N/A,AMIGDHALEON,KAVALA,GREECE,40.972,24.342
LGKN,N/A,N/A,MARATHON,GREECE,0,0
LGKO,KGS,KOS,KOS,GREECE,36.793,27.092
LGKP,AOK,KARPATHOS,KARPATHOS,GREECE,35.421,27.146
LGKR,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39.602,19.912
LGKS,KSJ,KASOS,KASOS,GREECE,35.421,26.91
LGKV,KVA,MEGAS ALEXANDROS INTERNATIONAL,KAVALA,GREECE,40.913,24.619
LGKZ,KZI,FILIPPOS,KOZANI,GREECE,40.286,21.841
LGLE,LRS,LEROS,LEROS,GREECE,37.185,26.8
LGLM,LXS,LIMNOS,LIMNOS,GREECE,39.917,25.236
LGLR,LRA,LARISA,LARISSA,GREECE,39.65,22.465
LGMG,N/A,MEGARA,MEGARA,GREECE,37.981,23.365
LGMK,JMK,MIKONOS,MYKONOS,GREECE,37.435,25.348
LGML,MLO,N/A,MILOS,GREECE,0,0
LGMR,N/A,MARATHON,MARATHON,GREECE,38.145,24.014
LGMT,MJT,MITILINI,MYTILINI,GREECE,39.057,26.598
LGPA,PAS,N/A,PAROS,GREECE,0,0
LGPZ,PVK,AKTIO,PREVEZA,GREECE,38.925,20.765
LGRD,N/A,MARITSA,RHODOS,GREECE,36.383,28.109
